2025-02-13 02:37:49.830 [warning] Running on the desktop; workspaceId=577acec0a2c58533efcf28daddb636eb; storageUri=vscode-userdata:/home/chuck/.config/Code/User/globalStorage/github.remotehub
2025-02-13 02:37:49.830 [info] [    2] ChangeStore.getWorkspacesWithChanges()
2025-02-13 02:37:49.830 [info] [    2] ChangeStore.getWorkspacesWithChanges() took 0 ms
2025-02-13 02:37:55.096 [info] [    8] GitHub.ensureAuthenticated
2025-02-13 02:37:59.593 [warning] [    8] GitHub.ensureAuthenticated took 4500 ms
2025-02-13 02:38:29.122 [error] Failed to save workspace repositories
Canceled: Canceled
2025-02-13 02:38:29.131 [error] Failed to save workspace repositories
Canceled: Canceled
2025-02-13 02:38:31.685 [warning] Running on the desktop; workspaceId=1886269cf81fdabf266a8ce8b8e688fe; storageUri=vscode-userdata:/home/chuck/.config/Code/User/globalStorage/github.remotehub
2025-02-13 02:38:31.685 [info] [    2] ChangeStore.getWorkspacesWithChanges()
2025-02-13 02:38:31.685 [info] [    6] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/settings.json)
2025-02-13 02:38:31.685 [info] [    8] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/tasks.json)
2025-02-13 02:38:31.685 [info] [   10] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/launch.json)
2025-02-13 02:38:31.685 [info] [   17] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.git/config)
2025-02-13 02:38:31.685 [info] [   19] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/extensions.json)
2025-02-13 02:38:31.685 [info] [    6] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/settings.json): Not found; no operations
2025-02-13 02:38:31.685 [info] [    8] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/tasks.json): Not found; no operations
2025-02-13 02:38:31.685 [info] [    6] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/settings.json) took 8 ms
2025-02-13 02:38:31.685 [info] [   10] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/launch.json): Not found; no operations
2025-02-13 02:38:31.685 [info] [    8] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/tasks.json) took 9 ms
2025-02-13 02:38:31.685 [info] [    2] ChangeStore.getWorkspacesWithChanges() took 20 ms
2025-02-13 02:38:31.685 [info] [   10] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/launch.json) took 9 ms
2025-02-13 02:38:31.685 [info] [   17] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.git/config): Not found; no operations
2025-02-13 02:38:31.686 [info] [   19] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/extensions.json): Not found; no operations
2025-02-13 02:38:31.686 [info] [   17] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.git/config) took 9 ms
2025-02-13 02:38:31.686 [info] [   19] ChangeStore.readFile(vscode-vfs://github/Parad1gmSh1ft72/hyprdots/.vscode/extensions.json) took 10 ms
2025-02-13 02:38:31.686 [info] [   30] GitHub.createMetadata(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, undefined)
2025-02-13 02:38:31.686 [info] Parsed metadata for vscode-vfs://github/Parad1gmSh1ft72/hyprdots: name Parad1gmSh1ft72/hyprdots, owner Parad1gmSh1ft72, name hyprdots, ref undefined
2025-02-13 02:38:31.686 [info] [   31] GitHub.ensureAuthenticated
2025-02-13 02:38:31.686 [info] [   32] GitHub.sync(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, resolution=0, to=undefined)
2025-02-13 02:38:31.686 [info] [   33] GitHub.fetch(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, force=true, to=undefined)
2025-02-13 02:38:31.686 [info] [   34] GitHub.sync(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, resolution=0, to=undefined)
2025-02-13 02:38:31.686 [info] [   35] GitHub.fetch(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, force=true, to=undefined)
2025-02-13 02:38:31.686 [warning] [   31] GitHub.ensureAuthenticated took 827 ms
2025-02-13 02:38:32.259 [info] [   30] GitHub.createMetadata(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, undefined) • Prefetching tree for 2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6...
2025-02-13 02:38:32.259 [info] [   37] GitHub.createFileTree(github://github/Parad1gmSh1ft72/hyprdots:2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6)
2025-02-13 02:38:32.259 [info] [   38] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:undefined)
2025-02-13 02:38:32.261 [info] [   39] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:)
2025-02-13 02:38:32.263 [info] [   40] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:.vscode)
2025-02-13 02:38:32.264 [info] [   37] GitHub.createFileTree(github://github/Parad1gmSh1ft72/hyprdots:2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6) took 0 ms
2025-02-13 02:38:32.264 [warning] [   30] GitHub.createMetadata(vscode-vfs://github/Parad1gmSh1ft72/hyprdots, undefined) took 1497 ms • HEAD=2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6
2025-02-13 02:38:32.502 [info] [   39] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:): Tree=2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6; Tree query took 243 ms • Waiting for permissions...
2025-02-13 02:38:32.503 [info] [   39] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:) Permissions query took 0 ms • Filling trie...
2025-02-13 02:38:32.503 [info] [   39] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:) took 243 ms (Filling trie took 0 ms) • Tree=2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6
2025-02-13 02:38:32.503 [warning] [    1] Time to root directory took 1764 ms
2025-02-13 02:38:32.518 [error] /home/chuck/.vscode/extensions/github.remotehub-0.65.2024112101/dist/extension.js:160:26289
HttpError: Not Found
2025-02-13 02:38:32.518 [info] [   40] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:.vscode) took 259 ms (Tree query took 259 ms)• Loading for path=.vscode failed; HttpError: Not Found
2025-02-13 02:38:32.553 [info] [   38] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:undefined): Tree=2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6; Tree query took 294 ms • Waiting for permissions...
2025-02-13 02:38:32.555 [info] [   38] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:undefined) Permissions query took 0 ms • Filling trie...
2025-02-13 02:38:32.555 [info] [   38] FileTree.load(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6:undefined) took 296 ms (Filling trie took 1 ms) • Tree=2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6
2025-02-13 02:38:32.558 [info] [   75] FileTree.loadAllContent(2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6)
2025-02-13 02:38:32.558 [info] [   76] TarPit.getTar(github/Parad1gmSh1ft72/hyprdots/2eaf75935e62a5cd1deee0efb8f2d5e2f42ebfa6)
